top-left-square,top-middle-square,top-right-square,middle-left-square,middle-middle-square,middle-right-square,bottom-left-square,bottom-middle-square,bottom-right-square,target
1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1
1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1
1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1
1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1
1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,1
1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1
1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1
1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1
1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1
1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1
1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1
1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1
1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1
1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1
1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1
1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,1
1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,1
1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1
1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1
1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1
1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,1
1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1
1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,1
1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,1
1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1
1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,1
1.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,1
1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,1
1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1
1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,1
1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,1
1.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,1
1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,1
1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1
1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1
1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,1
1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1
1.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,1
1.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,1
1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,1
1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,1
1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1
1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1
1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,1
1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1
1.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1
1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,1
1.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,2.0,1
1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1
1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,2.0,1
1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1
1.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,1
1.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1
1.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,1
1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1
1.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1
1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1
1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1
1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1
1.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1
1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1
1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1
1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1
1.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1
1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,1
1.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1
1.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,1
1.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1
1.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,1
1.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,1
1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1
1.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1
1.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1
1.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1
1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,1
1.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,1
1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,1
1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,1
1.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,1
1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1
1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1
1.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1
1.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1
1.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1
1.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1
1.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1
1.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1
1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1
1.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,1
1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1
1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,1
1.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1
1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,1
1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,1
1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1
1.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1
1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1
1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1
1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1
1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1
1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1
1.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1
1.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,1
1.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1
1.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1
1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1
1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1
1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1
1.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1
1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1
1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1
1.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1
1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1
1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1
1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1
1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1
1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1
1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1
1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1
1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1
0.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1
0.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,1
0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1
0.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1
0.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1
0.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1
0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1
0.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,1
0.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,1
0.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1
0.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1
0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1
0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1
0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1
0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1
0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1
0.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1
0.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1
0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,1
0.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1
0.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1
0.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,1
0.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1
0.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,1
0.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1
0.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1
0.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1
0.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,1
0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1
0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1
0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1
0.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1
0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1
0.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,1
0.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1
0.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1
0.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,1
0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1
0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1
0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1
0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,1
0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1
0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1
0.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1
0.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1
0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1
0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1
0.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1
0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,1
0.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,1
0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1
0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,1
0.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,1
0.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,1
0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1
0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1
0.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1
0.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1
0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,1
0.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,1
0.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,1
0.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,1
0.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,1
0.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1
0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1
0.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1
0.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1
0.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1
0.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1
0.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1
0.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1
0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1
0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1
0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1
0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,1
0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1
0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,1
0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,1
0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1
0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1
0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1
0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,1
0.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1
0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1
0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1
0.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1
0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,1
0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1
0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1
0.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,1
0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1
0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1
0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1
0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1
0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1
0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1
0.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1
0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1
0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1
0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1
0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1
0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1
0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1
0.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1
0.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1
0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1
0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1
0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1
0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1
0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1
0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1
0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,1
0.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,1
0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1
0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1
0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,1
0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1
0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,1
0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1
0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,1
0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1
0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,1
0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1
0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1
0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1
0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1
0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1
0.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1
0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1
0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1
0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1
0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1
0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1
0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1
0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1
0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1
0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,1
0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1
0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1
0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,1
0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1
0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1
2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0
2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0
2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0
2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0
2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0
2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0
2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0
2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0
2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,0
2.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0
2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0
2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0
2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,0
2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0
2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0
2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0
2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0
2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0
2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0
2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0
2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,0
2.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0
2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0
2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0
2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0
2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0
2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0
2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0
2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0
2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0
2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0
2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0
2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0
2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0
2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0
2.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0
2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0
2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,0
2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0
2.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0
2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0
2.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0
2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0
2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0
2.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0
2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0
2.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0
2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0
2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0
2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0
2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0
2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0
2.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0
2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0
2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0
2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0
2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,0
2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,0
2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,0
2.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,0
2.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0
2.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0
2.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0
2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,0
2.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,0
2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0
2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0
2.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0
2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,0
2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,0
2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0
2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0
2.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,0
2.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,0
2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0
2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0
2.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0
2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,0
2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0
2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0
2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0
2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0
2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0
2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0
2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0
2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0
2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0
2.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0
2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0
2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0
2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0
2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0
2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0
2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0
2.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0
2.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0
2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0
2.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,0
2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0
2.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0
2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0
2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0
2.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0
2.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0
